47,2360230791718;38,9063322544098
47,2363181072258;38,9067506790161
47,2339979039962;38,9107900857925
47,2315136805519;38,9150333404541
47,2305083018946;38,9166802167892
47,2301586004998;38,9181715250015
47,2296923283841;38,9182251691818
47,2289564843569;38,9180642366409
47,22739369261;38,917527794838
47,2265886000911;38,9172381162643
47,2252151787483;38,9178013801575
47,2246541422865;38,9180910587311
47,224304402267;38,9181017875671
47,2229928566432;38,9172703027725
47,2238344354822;38,9159989356995
47,2249601629108;38,9142018556595
47,2261222965693;38,9124369621277
47,2278235560062;38,9098083972931
47,2291969097667;38,9076733589172
47,230876214413;38,9050823450089
47,2320455035782;38,9032852649689
47,2327667344983;38,9024591445923
47,2340416136301;38,9016276597977
47,2349157987376;38,9009410142899
47,2350542100572;38,9008283615112
47,23583367758;38,9012253284454
47,2371376209793;38,9021480083466
47,2380882410548;38,9030492305756
47,2382266440879;38,903489112854
47,2378842780312;38,9041435718536
47,2373088066964;38,905114531517
47,2367988901646;38,9059835672379
47,2363108226022;38,9067453145981
47,2360230791718;38,9063322544098
